Barcode	cell_types	UMAP_1	UMAP_2
BC002238-1	Th17	-3.6969	2.2607
BC000451-1	Naive	4.2384	0.0687
BC001623-1	Th17	-3.3192	3.6598
BC003187-1	Th_CTL_like	-0.1455	-5.2044
BC002329-1	Th17	-3.5106	3.7988
BC001990-1	Th17	-4.2015	3.3065
BC001909-1	Th17	-4.1816	3.8161
BC000079-1	Naive	5.6525	-1.0150
BC003591-1	Act2	3.8479	-3.9419
BC002157-1	Th17	-3.5910	3.4650
BC001805-1	Th17	-4.8492	3.0300
BC001365-1	Th17	-3.7523	3.1316
BC003652-1	Act2	4.5500	-3.2797
BC003936-1	Act2	4.7171	-2.5470
BC000883-1	Th2	-0.0173	4.3356
BC001736-1	Th17	-5.0507	3.8154
BC002860-1	Act_circ	-3.4756	-2.3325
BC001210-1	Th17	-3.1229	4.1381
BC003545-1	Act2	3.3149	-2.4726
BC000445-1	Naive	4.7846	0.7223
BC003018-1	Act_circ	-3.4797	-3.1278
BC000054-1	Naive	5.4290	0.3684
BC002367-1	Th17	-4.9174	3.0523
BC003192-1	Th_CTL_like	0.6958	-3.6258
BC001215-1	Th17	-2.3565	3.1075
BC003356-1	Th_CTL_like	1.0398	-5.0127
BC001326-1	Th17	-3.4921	3.9196
BC000888-1	Th2	-1.0137	3.7803
BC002829-1	Act_circ	-3.9112	-3.8532
BC002228-1	Th17	-3.8787	3.5695
BC001126-1	Th2	-1.1930	5.3804
BC001443-1	Th17	-3.4728	4.0850
BC003821-1	Act2	3.5474	-3.7916
BC001929-1	Th17	-3.6131	3.8896
BC003611-1	Act2	3.3525	-3.6514
BC001922-1	Th17	-3.7983	4.0066
BC000637-1	Tfh	2.0379	3.7306
BC003144-1	Th_CTL_like	-0.7677	-5.8316
BC000695-1	Tfh	3.4117	2.9647
BC002724-1	Tregs	-5.9930	0.4521
BC003378-1	Th_CTL_like	-0.0350	-4.5548
BC002150-1	Th17	-2.3608	3.3093
BC000963-1	Th2	-0.5406	5.9230
BC003321-1	Th_CTL_like	-0.5278	-5.4785
BC002992-1	Act_circ	-3.4187	-4.1696
BC001379-1	Th17	-3.6963	4.2710
BC003388-1	Th_CTL_like	-0.8207	-5.2586
BC001858-1	Th17	-2.9073	2.2340
BC002571-1	Tregs	-4.3843	-0.2838
BC002613-1	Tregs	-5.4117	-0.2546
BC003291-1	Th_CTL_like	0.3345	-6.0505
BC003991-1	Act2	3.7977	-2.9276
BC002082-1	Th17	-4.8560	3.1948
BC000765-1	Tfh	3.4267	3.9154
BC001229-1	Th17	-3.4903	3.5581
BC001206-1	Th17	-4.2377	1.6458
BC002809-1	Act_circ	-2.8885	-2.5484
BC001457-1	Th17	-2.9041	3.2902
BC001986-1	Th17	-2.7669	3.6218
BC003817-1	Act2	3.7324	-4.1836
BC000373-1	Naive	4.2257	-1.3264
BC002885-1	Act_circ	-4.3263	-4.0107
BC003184-1	Th_CTL_like	0.9015	-4.5025
BC002354-1	Th17	-3.2416	2.8373
BC003493-1	Act2	4.3192	-3.3371
BC000511-1	Tfh	3.3169	4.5248
BC003593-1	Act2	2.8326	-3.1663
BC000231-1	Naive	4.5356	-0.3041
BC001722-1	Th17	-3.3718	3.9574
BC002833-1	Act_circ	-2.6850	-4.6496
BC003433-1	Th_CTL_like	0.0290	-4.7726
BC002644-1	Tregs	-5.5347	0.9689
BC003178-1	Th_CTL_like	-0.5698	-4.4424
BC001340-1	Th17	-2.8960	2.5762
BC000013-1	Naive	4.2238	-1.1601
BC003420-1	Th_CTL_like	0.0947	-4.7653
BC001558-1	Th17	-2.7694	3.5628
BC001064-1	Th2	0.5462	5.0579
BC003437-1	Th_CTL_like	0.1353	-5.0715
BC002375-1	Th17	-3.6425	4.5948
BC000878-1	Th2	-0.0160	6.2181
BC003994-1	Act2	3.7869	-3.4497
BC003188-1	Th_CTL_like	0.9348	-5.8520
BC000253-1	Naive	4.1378	-0.8803
BC002365-1	Th17	-3.1747	2.4627
BC000241-1	Naive	5.7487	0.1746
BC003792-1	Act2	4.2198	-3.6714
BC001274-1	Th17	-3.9393	4.3346
BC003999-1	Act2	3.3246	-3.5330
BC002555-1	Tregs	-6.2930	-1.0570
BC003831-1	Act2	3.3162	-3.1254
BC000448-1	Naive	4.5194	0.8320
BC001349-1	Th17	-1.9534	3.6828
BC002886-1	Act_circ	-3.0289	-3.4477
BC001588-1	Th17	-3.3817	3.3710
BC003174-1	Th_CTL_like	0.8881	-5.4582
BC001146-1	Th2	0.3120	4.4682
BC001705-1	Th17	-3.5871	4.5155
BC003111-1	Th_CTL_like	-0.4045	-4.3206
BC001460-1	Th17	-3.7185	4.3189
BC000376-1	Naive	4.6937	-0.2521
BC000394-1	Naive	4.7505	0.1074
BC002614-1	Tregs	-6.0180	0.0129
BC003261-1	Th_CTL_like	0.0881	-5.7248
BC000719-1	Tfh	3.2543	2.8848
BC001101-1	Th2	-1.1955	5.3721
BC000555-1	Tfh	4.1921	4.0487
BC000493-1	Tfh	3.6741	2.9818
BC003596-1	Act2	3.5806	-3.1964
BC000201-1	Naive	5.9742	0.3200
BC000483-1	Tfh	3.8170	2.7740
BC003314-1	Th_CTL_like	-0.6189	-5.7327
BC000401-1	Naive	5.1946	0.0809
BC001380-1	Th17	-2.7525	3.0088
BC002691-1	Tregs	-5.3457	-1.2020
BC002422-1	Tregs	-4.5685	-1.3737
BC003442-1	Th_CTL_like	-0.4982	-4.8868
BC003929-1	Act2	4.6820	-3.4623
BC002254-1	Th17	-4.4797	2.6135
BC000121-1	Naive	4.7622	0.3739
BC002431-1	Tregs	-5.1316	0.3752
BC001373-1	Th17	-3.0531	3.9061
BC001766-1	Th17	-2.5746	3.5062
BC001838-1	Th17	-3.6522	4.2187
BC000356-1	Naive	6.3357	-0.0295
BC000554-1	Tfh	4.1896	3.6351
BC003752-1	Act2	3.2917	-3.7261
BC003175-1	Th_CTL_like	0.0028	-4.9059
BC001587-1	Th17	-3.4248	3.3693
BC001647-1	Th17	-1.9065	2.4166
BC001843-1	Th17	-3.8256	2.9714
BC003560-1	Act2	4.8817	-2.6027
BC003512-1	Act2	2.0293	-3.4263
BC002690-1	Tregs	-5.1112	0.1390
BC002893-1	Act_circ	-5.1628	-3.7733
BC002875-1	Act_circ	-4.1454	-3.2489
BC001474-1	Th17	-3.6418	3.4222
BC003712-1	Act2	2.9587	-3.6002
BC003200-1	Th_CTL_like	-0.4811	-4.5983
BC001464-1	Th17	-2.6099	3.8392
BC000606-1	Tfh	3.0943	2.6700
BC002469-1	Tregs	-4.6345	1.0335
BC000997-1	Th2	-1.7816	4.3020
BC001477-1	Th17	-4.4194	3.9156
BC000820-1	Tfh	4.3274	4.0981
BC001170-1	Th17	-3.9811	4.1317
BC002525-1	Tregs	-5.8861	-0.0263
BC003877-1	Act2	2.7842	-2.8441
BC002923-1	Act_circ	-4.4159	-3.7793
BC001637-1	Th17	-4.6085	3.9275
BC000609-1	Tfh	3.9663	3.7008
BC003552-1	Act2	2.9735	-4.0983
BC001065-1	Th2	0.6490	5.4789
BC000413-1	Naive	4.2278	-0.1126
BC001345-1	Th17	-3.9968	2.8957
BC002599-1	Tregs	-4.3639	0.2457
BC003990-1	Act2	2.7913	-3.4732
BC000715-1	Tfh	3.4340	3.5065
BC003402-1	Th_CTL_like	0.9023	-4.7502
BC002023-1	Th17	-4.1165	4.5892
BC000312-1	Naive	5.2175	-0.5859
BC003410-1	Th_CTL_like	-0.8602	-6.2134
BC003036-1	Act_circ	-3.0701	-3.1702
BC003894-1	Act2	3.3819	-3.7148
BC001120-1	Th2	0.1080	5.0267
BC000281-1	Naive	4.1360	0.3665
BC002049-1	Th17	-4.7330	3.8086
BC001148-1	Th2	0.6798	3.3094
BC001831-1	Th17	-3.9472	5.0516
BC002325-1	Th17	-2.9554	3.0348
BC001092-1	Th2	-0.5506	4.7309
BC002050-1	Th17	-3.5270	3.4064
BC000418-1	Naive	3.7445	-0.3246
BC002413-1	Tregs	-4.7361	-0.1531
BC001752-1	Th17	-3.8018	3.4950
BC001078-1	Th2	0.8298	5.0630
BC000030-1	Naive	4.3073	0.2094
BC000509-1	Tfh	2.8923	3.5971
BC003344-1	Th_CTL_like	-0.5141	-3.5693
BC001706-1	Th17	-3.8242	2.6270
BC003287-1	Th_CTL_like	-0.0930	-4.3413
BC003811-1	Act2	3.0071	-4.4994
BC002087-1	Th17	-3.6341	2.5334
BC000961-1	Th2	-0.1055	5.8000
BC000171-1	Naive	3.9711	0.6497
BC001654-1	Th17	-3.1933	3.8051
BC001576-1	Th17	-4.6862	4.2568
BC000261-1	Naive	5.1381	-0.4129
BC003117-1	Th_CTL_like	-1.5920	-5.2958
BC001227-1	Th17	-2.7992	3.4173
BC003898-1	Act2	2.9088	-2.9226
BC001945-1	Th17	-2.4306	3.6103
BC001470-1	Th17	-2.6439	4.3354
BC001415-1	Th17	-3.4422	3.6451
BC002267-1	Th17	-2.4557	4.7958
BC001234-1	Th17	-4.3778	4.3999
BC000049-1	Naive	3.8674	0.3040
BC000882-1	Th2	-0.4078	5.1816
BC002880-1	Act_circ	-2.7894	-2.9890
BC002355-1	Th17	-3.6051	3.7400
BC003340-1	Th_CTL_like	-0.2154	-5.9746
BC003874-1	Act2	3.4696	-3.2572
BC001534-1	Th17	-3.2002	3.4860
BC003222-1	Th_CTL_like	0.9577	-4.4592
BC001154-1	Th17	-3.0702	5.3589
BC002280-1	Th17	-3.6521	2.9321
BC000668-1	Tfh	3.1094	2.4935
BC002336-1	Th17	-3.3006	4.1426
BC003008-1	Act_circ	-4.4288	-4.9696
BC003765-1	Act2	3.0828	-3.6820
BC003820-1	Act2	4.2584	-2.3686
BC003843-1	Act2	3.9526	-3.3331
BC000117-1	Naive	5.4609	0.3866
BC001243-1	Th17	-2.5950	3.2275
BC001618-1	Th17	-2.5771	3.1667
BC001943-1	Th17	-4.1265	4.5024
BC000793-1	Tfh	4.1280	3.1330
BC000434-1	Naive	4.4756	-1.2011
BC001515-1	Th17	-4.3767	2.8342
BC001019-1	Th2	-0.5241	5.1022
BC001130-1	Th2	0.2063	4.8081
BC000828-1	Tfh	3.4913	3.5127
BC003720-1	Act2	2.8427	-3.5447
BC000517-1	Tfh	3.5355	2.5034
BC000893-1	Th2	0.0607	4.5860
BC002349-1	Th17	-3.8013	4.2411
BC002658-1	Tregs	-5.8593	-0.4319
BC001797-1	Th17	-4.1249	3.2447
BC002202-1	Th17	-2.8813	3.3050
BC002452-1	Tregs	-3.7843	-1.5618
BC001784-1	Th17	-2.9601	2.9200
BC003363-1	Th_CTL_like	0.8091	-5.7053
BC000755-1	Tfh	2.6545	3.1591
BC003645-1	Act2	3.2138	-3.0994
BC001432-1	Th17	-4.0836	3.6009
BC002281-1	Th17	-4.1189	4.5602
BC001445-1	Th17	-3.6939	3.0770
BC001966-1	Th17	-2.5732	3.3519
BC001955-1	Th17	-4.3117	2.4204
BC000466-1	Naive	5.2568	-0.0754
BC001586-1	Th17	-2.7741	3.3731
BC003556-1	Act2	3.4182	-3.3206
BC002626-1	Tregs	-5.4305	-0.8524
BC000970-1	Th2	-1.3170	5.8443
BC001175-1	Th17	-4.0779	5.3656
BC000704-1	Tfh	5.1641	3.1358
BC003668-1	Act2	2.1721	-3.0178
BC002958-1	Act_circ	-3.7678	-2.5628
BC003608-1	Act2	4.2657	-4.1655
BC000210-1	Naive	5.3912	0.0284
BC002876-1	Act_circ	-3.1982	-2.8513
BC002108-1	Th17	-3.0953	4.5198
BC000176-1	Naive	6.1649	-1.1791
BC003106-1	Act_circ	-4.5024	-3.1283
BC003274-1	Th_CTL_like	-1.2967	-4.5937
BC002561-1	Tregs	-4.3100	0.1309
BC003243-1	Th_CTL_like	-0.5772	-5.3255
BC000969-1	Th2	0.1071	5.9919
BC003978-1	Act2	4.1141	-3.2373
BC002831-1	Act_circ	-3.5372	-3.8806
BC003923-1	Act2	4.9148	-4.4121
BC003678-1	Act2	3.8561	-3.3733
BC000649-1	Tfh	2.7121	2.9043
BC002897-1	Act_circ	-3.1237	-3.4956
BC000349-1	Naive	3.6219	0.7157
BC001941-1	Th17	-4.7733	3.0778
BC003345-1	Th_CTL_like	-0.4363	-4.5894
BC003075-1	Act_circ	-4.1623	-3.3522
BC001627-1	Th17	-2.7931	4.9471
BC001264-1	Th17	-3.3781	2.4533
BC002112-1	Th17	-3.4088	3.4492
BC003973-1	Act2	3.1443	-3.1272
BC003251-1	Th_CTL_like	0.9130	-3.7657
BC000074-1	Naive	4.4622	0.0498
BC001251-1	Th17	-3.9805	2.9632
BC003771-1	Act2	3.0904	-4.0961
BC000218-1	Naive	4.4353	0.5631
BC001667-1	Th17	-3.6502	3.5628
BC002838-1	Act_circ	-3.3902	-3.0900
BC001660-1	Th17	-3.2523	3.2905
BC003339-1	Th_CTL_like	-0.0922	-3.9028
BC002973-1	Act_circ	-3.8580	-2.2746
BC001351-1	Th17	-1.9074	4.7557
BC001745-1	Th17	-3.6462	3.7560
BC000014-1	Naive	5.4209	0.9708
BC000818-1	Tfh	3.4771	3.2874
BC000731-1	Tfh	3.3670	3.4756
BC003805-1	Act2	3.9341	-4.1172
BC002746-1	Act_circ	-3.6575	-3.2073
BC000470-1	Tfh	4.3030	3.0304
BC001769-1	Th17	-3.4640	4.3693
BC002801-1	Act_circ	-2.9155	-3.0170
BC002078-1	Th17	-3.8923	3.1751
BC002498-1	Tregs	-5.4778	-0.7625
BC002558-1	Tregs	-4.6042	1.1645
BC003642-1	Act2	3.2158	-4.3365
BC000757-1	Tfh	3.5584	4.3778
BC003876-1	Act2	4.1747	-3.2815
BC000784-1	Tfh	3.0534	4.5899
BC000667-1	Tfh	4.0697	3.3186
BC002505-1	Tregs	-4.1904	0.8408
BC003580-1	Act2	3.7434	-2.1653
BC001983-1	Th17	-3.5623	3.7124
BC002976-1	Act_circ	-3.3808	-3.7555
BC003180-1	Th_CTL_like	1.2147	-5.0392
BC003690-1	Act2	3.4171	-3.2818
BC000291-1	Naive	4.4000	1.1277
BC001816-1	Th17	-4.0156	3.1600
BC001398-1	Th17	-3.5614	4.8763
BC002275-1	Th17	-3.3613	1.6290
BC002497-1	Tregs	-4.5930	0.1853
BC000353-1	Naive	4.7743	0.8637
BC001521-1	Th17	-3.5888	4.1627
BC002482-1	Tregs	-4.0200	0.5962
BC000141-1	Naive	5.6881	0.4365
BC000785-1	Tfh	3.4466	3.4158
BC003624-1	Act2	2.8692	-2.8771
BC002969-1	Act_circ	-3.0908	-3.9555
BC002927-1	Act_circ	-3.9619	-3.5201
BC001038-1	Th2	0.4160	4.5035
BC003452-1	Act2	3.8270	-4.0849
BC003643-1	Act2	3.6534	-3.8211
BC003362-1	Th_CTL_like	-0.4661	-5.6127
BC001504-1	Th17	-4.0386	3.4907
BC002521-1	Tregs	-3.3071	0.3188
BC002916-1	Act_circ	-3.5913	-4.3179
BC003815-1	Act2	3.4326	-3.6024
BC003747-1	Act2	1.9719	-4.3997
BC001529-1	Th17	-5.1783	4.1889
BC003918-1	Act2	4.0503	-2.6604
BC003667-1	Act2	3.4168	-3.3545
BC003626-1	Act2	3.2924	-2.4932
BC003411-1	Th_CTL_like	1.8159	-5.3626
BC002273-1	Th17	-4.9385	3.4848
BC001177-1	Th17	-2.7998	3.5647
BC001497-1	Th17	-3.9640	3.3436
BC000845-1	Th2	0.0474	6.6127
BC003971-1	Act2	3.1850	-3.1146
BC001519-1	Th17	-3.3432	2.6993
BC000426-1	Naive	4.9864	0.1990
BC003722-1	Act2	3.3330	-3.5454
BC001679-1	Th17	-4.5246	4.2283
BC003226-1	Th_CTL_like	-0.2532	-5.6076
BC003275-1	Th_CTL_like	0.2939	-4.0032
BC001692-1	Th17	-2.4371	4.0458
BC000258-1	Naive	5.0891	0.1816
BC003488-1	Act2	3.1959	-3.6680
BC002573-1	Tregs	-5.2521	-0.4271
BC003369-1	Th_CTL_like	-2.0118	-5.7179
BC000534-1	Tfh	4.0943	4.5472
BC002488-1	Tregs	-5.8214	-0.5522
BC003538-1	Act2	3.7110	-3.6490
BC002444-1	Tregs	-5.9619	-0.2484
BC002092-1	Th17	-3.4158	2.7614
BC000881-1	Th2	0.9431	5.3274
BC002544-1	Tregs	-5.7501	1.0637
BC003176-1	Th_CTL_like	-0.3413	-5.1271
BC000425-1	Naive	5.6612	-0.0937
BC000538-1	Tfh	2.7335	4.0552
BC002374-1	Th17	-3.6877	2.8893
BC003562-1	Act2	3.8276	-2.9677
BC003219-1	Th_CTL_like	0.2118	-4.3367
BC000758-1	Tfh	3.2047	3.0185
BC003213-1	Th_CTL_like	0.2473	-3.9573
BC002836-1	Act_circ	-2.6763	-2.9919
BC001506-1	Th17	-4.4672	3.2816
BC000942-1	Th2	-0.8636	4.8968
BC003256-1	Th_CTL_like	0.0258	-5.8084
BC001853-1	Th17	-4.0262	2.9124
BC000251-1	Naive	5.3695	0.2124
BC003988-1	Act2	3.1338	-3.5025
BC002346-1	Th17	-3.9323	2.3524
BC003981-1	Act2	4.4213	-2.8245
BC001957-1	Th17	-3.0522	3.4244
BC003637-1	Act2	3.3819	-2.8408
BC000843-1	Th2	0.2269	5.0803
BC001128-1	Th2	1.1736	4.4433
BC003236-1	Th_CTL_like	0.4702	-4.7976
BC000816-1	Tfh	4.8309	3.6760
BC002534-1	Tregs	-6.0226	-0.4794
BC002660-1	Tregs	-6.1550	0.7631
BC001176-1	Th17	-4.5606	2.9411
BC002412-1	Tregs	-4.2212	0.5710
BC003000-1	Act_circ	-3.1970	-4.0121
BC002610-1	Tregs	-6.1744	-0.2270
BC002681-1	Tregs	-4.2489	-0.8098
BC000500-1	Tfh	3.9328	3.7338
BC003897-1	Act2	3.6017	-4.2421
BC001878-1	Th17	-4.6601	3.6471
BC003717-1	Act2	4.4370	-4.7481
BC003961-1	Act2	3.6879	-4.8599
BC002996-1	Act_circ	-4.2507	-3.5434
BC001596-1	Th17	-3.4772	3.7510
BC002248-1	Th17	-3.3640	3.4179
BC000902-1	Th2	0.6792	4.4130
BC001268-1	Th17	-4.0349	3.2909
BC003610-1	Act2	3.1714	-4.5645
BC002670-1	Tregs	-4.8953	0.5322
BC001540-1	Th17	-3.6813	3.8908
BC003400-1	Th_CTL_like	1.0207	-4.7275
BC003257-1	Th_CTL_like	0.4519	-4.8797
BC001279-1	Th17	-1.9924	3.2566
BC001001-1	Th2	1.0582	5.9447
BC000298-1	Naive	5.5504	0.3245
BC003322-1	Th_CTL_like	0.1602	-5.2618
BC002545-1	Tregs	-4.9080	0.5025
BC000542-1	Tfh	1.7918	2.9888
BC002177-1	Th17	-2.8326	3.5076
BC002373-1	Th17	-4.1745	4.4206
BC003466-1	Act2	2.6581	-4.1165
BC002820-1	Act_circ	-3.6685	-3.4956
BC002830-1	Act_circ	-2.2435	-5.6292
BC000923-1	Th2	-0.9159	4.4648
BC002714-1	Tregs	-6.2517	0.2503
BC002512-1	Tregs	-4.7439	0.0680
BC003861-1	Act2	4.4038	-4.4560
BC001682-1	Th17	-2.0225	3.2572
BC000068-1	Naive	5.0643	-0.3722
BC002499-1	Tregs	-4.1487	-1.1069
BC001985-1	Th17	-3.0577	2.8323
BC000027-1	Naive	6.0598	-0.4906
BC003121-1	Th_CTL_like	-0.1906	-4.1712
BC000937-1	Th2	-0.1433	5.5199
BC000974-1	Th2	-0.8088	5.1570
BC001074-1	Th2	-0.4187	4.8675
BC002786-1	Act_circ	-1.8341	-3.0904
BC000664-1	Tfh	3.5247	2.3274
BC003367-1	Th_CTL_like	-1.2202	-3.8649
BC002370-1	Th17	-3.2335	3.0835
BC002292-1	Th17	-4.3921	4.0429
BC003046-1	Act_circ	-3.4892	-3.9382
BC002814-1	Act_circ	-3.6333	-3.1260
BC001895-1	Th17	-2.9503	3.2664
BC001436-1	Th17	-4.0126	4.4412
BC003884-1	Act2	3.2336	-3.8570
BC002449-1	Tregs	-5.0522	-0.9025
BC002013-1	Th17	-4.8934	4.0078
BC003862-1	Act2	2.6888	-4.6449
BC001577-1	Th17	-4.8021	4.1920
BC003954-1	Act2	4.6559	-2.3921
BC000520-1	Tfh	5.2719	3.1037
BC003859-1	Act2	4.8959	-2.8642
BC000581-1	Tfh	3.8661	3.1436
BC002041-1	Th17	-3.1342	3.1737
BC000972-1	Th2	1.2433	4.9359
BC000240-1	Naive	3.7106	-1.3501
BC000943-1	Th2	-0.2484	4.9371
BC002249-1	Th17	-4.4995	3.6941
BC001860-1	Th17	-3.5332	3.7710
BC002730-1	Act_circ	-4.5930	-3.4213
BC002409-1	Tregs	-4.5381	-0.1083
BC000044-1	Naive	5.6068	-0.4311
BC001854-1	Th17	-3.1338	3.4749
BC001407-1	Th17	-2.9781	4.2385
BC000726-1	Tfh	2.3651	3.8512
BC002817-1	Act_circ	-3.4784	-4.3608
BC002605-1	Tregs	-4.3319	-0.3659
BC003057-1	Act_circ	-2.9663	-4.1208
BC001259-1	Th17	-3.8935	3.2394
BC003438-1	Th_CTL_like	0.4068	-4.6030
BC003074-1	Act_circ	-3.8367	-2.8525
BC001866-1	Th17	-4.4856	3.9184
BC002532-1	Tregs	-5.1950	0.2100
BC001913-1	Th17	-2.6477	2.5910
BC002362-1	Th17	-3.6825	4.6686
BC002784-1	Act_circ	-3.9972	-3.7856
BC001368-1	Th17	-3.3114	3.8905
BC001162-1	Th17	-4.0483	3.5955
BC002403-1	Tregs	-5.2292	-0.0095
BC002654-1	Tregs	-4.8645	-0.1464
BC003959-1	Act2	3.4067	-3.8459
BC001920-1	Th17	-3.2611	2.3721
BC000051-1	Naive	6.0273	1.3128
BC001248-1	Th17	-4.9409	3.6042
BC000482-1	Tfh	3.1261	4.3359
BC002516-1	Tregs	-4.8396	0.5489
BC000046-1	Naive	5.1785	1.0076
BC002344-1	Th17	-2.2955	4.0112
BC003716-1	Act2	4.3317	-3.5129
BC002898-1	Act_circ	-2.6196	-4.1833
BC003167-1	Th_CTL_like	0.2756	-5.3689
BC001582-1	Th17	-4.0311	3.5297
BC002219-1	Th17	-4.1116	3.7176
BC000424-1	Naive	5.3070	-0.1062
BC002983-1	Act_circ	-3.0277	-3.3366
BC000431-1	Naive	5.6942	-0.4396
BC001026-1	Th2	-0.0834	4.7347
BC002744-1	Act_circ	-3.4941	-2.9083
BC002290-1	Th17	-4.0094	3.2212
BC001250-1	Th17	-2.8366	3.6786
BC000066-1	Naive	4.7240	-1.2523
BC000484-1	Tfh	2.7140	4.1283
BC001833-1	Th17	-4.3866	3.9711
BC001836-1	Th17	-3.6738	2.7979
BC000502-1	Tfh	2.7918	3.2417
BC002017-1	Th17	-4.4570	2.8148
BC003389-1	Th_CTL_like	-0.4295	-5.6917
BC000000-1	Naive	4.4959	0.0272
BC001633-1	Th17	-3.6236	4.2976
BC000929-1	Th2	0.2595	5.1021
BC001677-1	Th17	-3.5988	3.6696
BC000822-1	Tfh	3.8241	3.6016
BC003972-1	Act2	4.0985	-2.9791
BC002607-1	Tregs	-4.5143	0.4873
BC003835-1	Act2	3.5307	-4.1730
BC000557-1	Tfh	4.1868	3.0371
BC002940-1	Act_circ	-2.1201	-4.1890
BC003415-1	Th_CTL_like	-0.8486	-4.3143
BC002090-1	Th17	-2.4756	3.4998
BC003993-1	Act2	3.4994	-4.9788
BC000748-1	Tfh	3.8624	3.5384
BC003072-1	Act_circ	-5.1081	-4.2061
BC002418-1	Tregs	-5.1605	0.6784
BC000070-1	Naive	5.6419	0.5568
BC003847-1	Act2	3.8591	-3.7956
BC002037-1	Th17	-4.5050	4.3229
BC000915-1	Th2	-0.1142	3.7001
BC003383-1	Th_CTL_like	-0.2907	-5.0301
BC001993-1	Th17	-3.6362	3.2246
BC002693-1	Tregs	-4.6053	0.8388
BC002404-1	Tregs	-5.4340	0.2782
BC000367-1	Naive	5.1491	-0.4297
BC000810-1	Tfh	2.8206	3.2673
BC002768-1	Act_circ	-3.0138	-3.7207
BC002178-1	Th17	-3.6059	2.8159
BC001085-1	Th2	0.8569	5.7233
BC002685-1	Tregs	-5.6681	0.1320
BC000909-1	Th2	-0.0585	7.0417
BC000063-1	Naive	5.2362	0.2587
BC001173-1	Th17	-3.4207	2.6901
BC003088-1	Act_circ	-2.9902	-3.7918
BC003509-1	Act2	4.2096	-4.1647
BC000716-1	Tfh	3.5904	3.6594
BC003109-1	Act_circ	-1.9399	-4.4366
BC002664-1	Tregs	-5.8769	-1.1469
BC002172-1	Th17	-3.8933	3.4913
BC002188-1	Th17	-1.9939	3.0270
BC001247-1	Th17	-2.5016	3.8189
BC002702-1	Tregs	-5.2368	0.5217
BC002481-1	Tregs	-4.5046	-0.6749
BC001561-1	Th17	-3.5029	3.3003
BC001835-1	Th17	-2.7077	3.0608
BC000343-1	Naive	5.1216	1.1125
BC002448-1	Tregs	-4.8558	0.0367
BC002132-1	Th17	-4.6927	3.8213
BC000672-1	Tfh	4.1706	3.6445
BC001471-1	Th17	-2.9460	2.1984
BC001265-1	Th17	-3.2648	3.4883
BC002666-1	Tregs	-5.8387	-0.4162
BC001509-1	Th17	-3.8857	4.8569
BC003406-1	Th_CTL_like	-0.2775	-4.7960
BC000185-1	Naive	4.2996	-2.0918
BC001757-1	Th17	-2.7879	2.8552
BC000721-1	Tfh	3.1557	4.1025
BC003364-1	Th_CTL_like	0.0414	-5.3094
BC000085-1	Naive	6.0633	-0.0605
BC001845-1	Th17	-4.8404	3.5181
BC003023-1	Act_circ	-4.0009	-3.7513
BC000527-1	Tfh	3.3337	2.8071
BC003872-1	Act2	3.7062	-3.7754
BC001327-1	Th17	-2.7663	3.2383
BC001615-1	Th17	-4.0675	2.9666
BC002003-1	Th17	-3.9654	3.7431
BC003486-1	Act2	4.0657	-4.0141
BC001174-1	Th17	-2.8430	4.8346
BC001255-1	Th17	-4.1201	4.0387
BC003960-1	Act2	4.0733	-3.7030
BC003635-1	Act2	3.2188	-3.5862
BC001557-1	Th17	-3.6783	4.5973
BC000650-1	Tfh	3.1187	2.6812
BC003237-1	Th_CTL_like	0.1403	-4.9357
BC002028-1	Th17	-3.0801	2.2095
BC000874-1	Th2	-0.2777	4.9002
BC000183-1	Naive	5.6117	0.2653
BC001322-1	Th17	-3.1118	3.6948
BC001385-1	Th17	-3.8182	3.0965
BC002917-1	Act_circ	-3.3668	-2.0104
BC001318-1	Th17	-2.1466	4.2239
BC003865-1	Act2	3.7478	-3.0390
BC001861-1	Th17	-3.9158	4.7553
BC003511-1	Act2	3.3610	-3.8003
BC002304-1	Th17	-3.1126	2.9085
BC003331-1	Th_CTL_like	1.7253	-4.3918
BC000162-1	Naive	6.1557	-1.0956
BC002407-1	Tregs	-3.9199	-0.4978
BC002878-1	Act_circ	-4.4962	-4.6197
BC002175-1	Th17	-3.9183	3.8660
BC003413-1	Th_CTL_like	0.1009	-5.1734
BC001409-1	Th17	-4.6915	2.2931
BC003748-1	Act2	4.3235	-2.8560
BC003122-1	Th_CTL_like	-0.2036	-5.3086
BC000496-1	Tfh	3.1512	4.5377
BC000047-1	Naive	5.7645	0.5596
BC003703-1	Act2	2.1989	-3.3279
BC002565-1	Tregs	-5.6749	0.3390
BC003324-1	Th_CTL_like	-0.1649	-4.0974
BC003699-1	Act2	3.6858	-4.5670
BC000340-1	Naive	4.7788	0.9051
BC002645-1	Tregs	-4.5924	0.2246
BC000689-1	Tfh	2.8681	4.3309
BC001555-1	Th17	-3.5751	3.8448
BC001935-1	Th17	-2.8417	4.1117
BC003778-1	Act2	2.1869	-3.2240
BC001393-1	Th17	-3.1491	2.8286
BC003016-1	Act_circ	-3.1319	-4.3616
BC002316-1	Th17	-3.0584	1.8167
BC002088-1	Th17	-2.5199	2.8307
BC003502-1	Act2	3.3499	-3.9400
BC001049-1	Th2	1.2065	4.6868
BC003553-1	Act2	3.6921	-2.7517
BC003100-1	Act_circ	-4.2801	-4.0968
